user_id,item_id,score
A3W4D8XOGLWUN5,B002I7LYBC,4.0
A3W4D8XOGLWUN5,B00L13X6QA,4.0
A3W4D8XOGLWUN5,B0148BYIAO,4.0
A3W4D8XOGLWUN5,B015724V9Q,3.0
A1GYEGLX3P2Y7P,B00JC5Y6WM,5.0
A1GYEGLX3P2Y7P,B00IIL0S8W,4.0
A31RULW0KNYJ5H,B00F8K9L66,2.0
A4H4KYSM2KQ85,B008414ZYY,2.0
A3M7BCQKSQAK4L,B00N4OLGL6,4.0
A10PEXB6XAQ5XF,B00F9ZQQ8Q,1.0
A279FUL12R7MBD,B005HTIWIQ,4.0
A1TR1R2QKWRSRA,B002I7PGT8,4.0
A1TR1R2QKWRSRA,B004DTLWZ6,4.0
AR3EVUQF0AC7R,B00F8K9MZQ,4.0
A2KZOUW7YLHN49,B00U7LCE6A,1.0
A33ZYFE8XMKKR1,B008H3SW4I,1.0
A2PK64OVZA1U8Z,B00EZKNYWC,5.0
A10ZFE6YE0UHW8,B005HTIWJ0,4.0
A25UZ7MA72SMKM,B009ENDZ4C,5.0
A25UZ7MA72SMKM,B000FK88JK,5.0
A1V4VVBQBFXRHC,B00N4OLGL6,5.0
A2S26YGSVXBCFL,B009ENDZ4C,2.0
AHQRU3MRORIWQ,B0017KEA6W,3.0
AHQRU3MRORIWQ,B01F7RJHIQ,4.0
A10H24TDLK2VDP,B009YYZJDQ,5.0
AN81JUYW2SL24,B004E9SKFA,4.0
A1PRS479STLISM,B00EZPXYP4,4.0
A2K4HN6EECBNR3,B001EJTO8A,5.0
A1ZU55TM45Y2R8,B00MUTIDKI,3.0
A2DXENZNO2JT4F,B00EOR3IJK,2.0
A1B8EJQU73YGL9,B00F8K9MZQ,5.0
A17HMM1M7T9PJ1,B001VGZLQ0,3.0
A17HMM1M7T9PJ1,B004YHXXKO,4.0
A2EZTM9WY5B5IL,B00B1TGUMG,4.0
A2EZTM9WY5B5IL,B000W3RSGE,5.0
A2EZTM9WY5B5IL,B000WMUHEU,5.0
A2W9GX82SLKROQ,B001EHXOFG,4.0
A3PD8JD9L4WEII,B00N4OLGL6,4.0
A2LXX47A0KMJVX,B0044DE8KC,5.0
A3CG93783LP0FO,B00EOI2TD0,3.0
A3QDY9I0CNMD2W,B005FIWT74,5.0
AV9ABODU1BPYH,B00MYXTCGY,5.0
A1QTHVA826XEOS,B0148BYIAO,5.0
A9AJ0M7L7S43Q,B00MYXTCIM,5.0
A397CWU6DM3O5G,B005FIWT74,3.0
A17ZPLHRUPPEG5,B00E6LJAOG,1.0
A1UQUDT2Q0YENM,B0114ZV22E,4.0
A1UQUDT2Q0YENM,B015XDQEHQ,5.0
A28RSMADFCBJDT,B003JZN5QO,5.0
A2AC6GQ24S45GA,B001AFD20E,4.0
A2AC6GQ24S45GA,B00IVFDZBC,5.0
A2AC6GQ24S45GA,B0017KEA6W,4.0
A12O5SEIF162P8,B01CCBESDE,5.0
A2Y739CRM15WDL,B001TYYZCA,4.0
A2NB2E5DXE319Z,B00E6LJBUO,5.0
A2NB2E5DXE319Z,B00F8K9KZS,5.0
A30IP5D5DLHRPA,B00N4OLGL6,3.0
A30IP5D5DLHRPA,B00IP93PV4,2.0
A1F1A0QQP2XVH5,B002LLK5CO,3.0
A1F1A0QQP2XVH5,B000XHE0Q0,3.0
A3D0HMC6RQT0N0,B000W3RSGE,3.0
A2VJ5ALN1BIV3B,B003VIVY7G,4.0
A3IY316DRNF5F2,B00P6U8BA0,1.0
A8WAYVOKYBLO6,B00OW2PJ5I,3.0
A2VC48WIMY6L6E,B00L13X6QA,4.0
A31ICLWQ9CSHRS,B0026PEP5S,4.0
A1DD5LYFQ3ZAOK,B00LYYMXB0,5.0
A2WCFDOCS73PNB,B01617VQJ4,5.0
A2WCFDOCS73PNB,B00EZPXYP4,5.0
AS6SH2JM2YY3H,B000WR2F2M,5.0
A3D5B2CBFNJB0K,B00OMQLT6C,3.0
A3R4794K2RVU1S,B00CBFRH08,2.0
A1T1YSCDW0PD25,B00F8K9L66,4.0
A1T1YSCDW0PD25,B01019T6O0,3.0
A3S15YGZ6W6EV2,B0066H890O,5.0
A10ZBR6O8S8OCY,B01EB06QUM,4.0
A3J029KBNG5MNP,B009348X7Q,4.0
A680RUE1FDO8B,B001EHXOFG,3.0
A680RUE1FDO8B,B005S7ZLU4,4.0
A680RUE1FDO8B,B000TMHZX4,2.0
A680RUE1FDO8B,B005LXIJ7M,5.0
A680RUE1FDO8B,B00HRQB28Y,4.0
A680RUE1FDO8B,B00MUTIDKI,3.0
AP6L54VTCJKCQ,B00IVFDZBC,5.0
A30UP2KKD5IQEP,B004DTLWZ6,4.0
A2WC9NFLG57W4H,B009348X7Q,2.0
A2WC9NFLG57W4H,B0026PEP5S,5.0
A2C64FF04NWX14,B005S4Y13K,5.0
A3PPO2X5PJE1L9,B00LYYMX4W,4.0
AGGAQLXPVGM5D,B0066H890O,5.0
A27H0T39U3FZB5,B008YTAGIK,5.0
A31N0XY2UTB25C,B004Q0T0LU,5.0
A31N0XY2UTB25C,B00CTTEKJW,4.0
A31N0XY2UTB25C,B00MV9EL6M,4.0
A31N0XY2UTB25C,B00LX4BYV6,5.0
A376OJHLE6SU9Q,0763855553,4.0
A376OJHLE6SU9Q,B000UJUJ7U,4.0
A376OJHLE6SU9Q,B002DHLUWK,4.0
ANW6EGY12V5XS,B00LYYMXB0,3.0
A3QJU4FEN8PQSZ,B000Y7Y6IQ,1.0
A3QJU4FEN8PQSZ,B0148BYIPY,4.0
A2R80172BBNSTA,B009066OXC,5.0
A24O15MYDNLZBE,B00T0I6J4O,5.0
ARXU3FESTWMJJ,B001TYYZCA,3.0
ARXU3FESTWMJJ,B000WEJYM4,4.0
A2XP8CV9ES33AM,B0123C60D8,5.0
A2HMF8ZR67BNZS,B0056CZATI,5.0
A2V0I904FH7ABY,B0017KEA6W,3.0
