user_id,item_id,score
A2BH04B9G9LOYA,B00DCCYD6U,5.0
A1RALQC5KYXT1X,B00EUGCT22,5.0
A1GYEGLX3P2Y7P,B00O47ILVA,5.0
A31RULW0KNYJ5H,B017NH9UFI,5.0
A4H4KYSM2KQ85,B00F4ORTZ6,1.0
A3M7BCQKSQAK4L,B00F5DS7J8,4.0
A1TR1R2QKWRSRA,B00J42G2UW,4.0
A17Y465UXZOJE3,B00DRALJ28,5.0
A2KZOUW7YLHN49,B001HWGMBG,5.0
A33ZYFE8XMKKR1,B000FZ2UOY,5.0
A33ZYFE8XMKKR1,B000CSS8UE,5.0
A2S26YGSVXBCFL,B0013TVEWA,2.0
AHQRU3MRORIWQ,B01C3ZVRYM,5.0
A17V9XL4CWTQ6G,B005P7P9M2,5.0
A10H24TDLK2VDP,B00GTRVO12,5.0
AN81JUYW2SL24,B001HWGMBG,5.0
AN81JUYW2SL24,B004LGTSQ6,4.0
AGXV8E7XK9J6H,B0013TVEWA,5.0
A1ZU55TM45Y2R8,B00NODLUGI,5.0
A1ZU55TM45Y2R8,B00LH0SEY6,4.0
A2DXENZNO2JT4F,B00LH0S31A,5.0
A2DXENZNO2JT4F,B00SF4YSBK,4.0
A17HMM1M7T9PJ1,B01BIHMD5S,5.0
A2W9GX82SLKROQ,B006K3M8BK,4.0
A3CG93783LP0FO,B00DRALJ28,4.0
A397CWU6DM3O5G,B01A7L549S,5.0
A1UQUDT2Q0YENM,B00P6VBXEA,5.0
AZAC8O310IK4E,B0022MFPOK,5.0
A2FWZ58M6IQMD7,B0009DV7Y6,5.0
A12O5SEIF162P8,B017IEN2O6,5.0
A2AC6GQ24S45GA,B00548SAP0,4.0
AWRUGF540PB3A,B0013BKDO8,5.0
A2NB2E5DXE319Z,B004U7A5X6,4.0
A2NB2E5DXE319Z,B00B786TXG,4.0
A30IP5D5DLHRPA,B000796XXM,4.0
A1F1A0QQP2XVH5,B00S4TS80S,5.0
A3D0HMC6RQT0N0,B0045I8E4M,4.0
A2XU6J41ZQOJ2V,B00JEWFJJC,3.0
A3IY316DRNF5F2,B0013TVEYS,2.0
A2VC48WIMY6L6E,B000B868NE,5.0
A2WCFDOCS73PNB,B00P6VBXEA,5.0
AS6SH2JM2YY3H,B00CX7M1PU,3.0
A3R4794K2RVU1S,B000CSS8UE,5.0
A3OIC7GUFY941R,B00006I9X4,5.0
A3F9CMU8KNAY1M,B01CL1FFPK,4.0
A10ZBR6O8S8OCY,B0070PX7E4,4.0
A10ZBR6O8S8OCY,B01BNE0HBS,4.0
A2WW57XX2UVLM6,B01CL1FCB2,3.0
A1N5JM9QQ3JFSS,B004V2MYUM,5.0
A680RUE1FDO8B,B003DQXMJO,4.0
A3Q4TYJVAM4IRM,B0002YX98O,3.0
AP6L54VTCJKCQ,B000WJ4XXY,4.0
A30UP2KKD5IQEP,B003Y49R7G,5.0
A2GAADJ9YMV9EU,B0002EQU6C,5.0
A2WC9NFLG57W4H,B006K3M8BK,5.0
A27H0T39U3FZB5,B008YD68NI,5.0
A376OJHLE6SU9Q,B000LPN3YY,4.0
ANW6EGY12V5XS,B000FPAN2K,5.0
A3QJU4FEN8PQSZ,B008PEMNJY,5.0
A24O15MYDNLZBE,B01BHHYIYS,4.0
ARXU3FESTWMJJ,B01A7L549S,5.0
A2V0I904FH7ABY,B00JEWFJJC,4.0
A2VWE5SGNDS8HW,B00JEWFJJC,4.0
A28I98PKHZZKVB,B00SF4YXYC,4.0
A28I98PKHZZKVB,B00485FCG0,5.0
A3H4S6YO9VNGDZ,B000CSS8UE,5.0
A15CL28ALB7MTZ,B006K3M8BK,4.0
A1LH6RF4UN9VI6,B00JF2KWTI,4.0
A3EK2KTYHJCPB9,B00LH0SCO8,4.0
A3EK2KTYHJCPB9,B003DQXMJO,5.0
A2QI2NTDTMK2FV,B000ZH7G1E,5.0
A356RFKNIG043B,B00DCCYD6U,5.0
