user_id,item_id,score
A3HJHV83O2U8BL,B0006TIA8Y,4.0
A1ZU55TM45Y2R8,B0006TIA8Y,5.0
A12DQZKRKTNF5E,B0006TIA8Y,4.0
AI8EMB0HUC6Z5,B0006TIA8Y,5.0
A6FIAB28IS79,B0006TIA8Y,5.0
A1F9Z42CFF9IAY,B0006TIA8Y,4.0
A1X1CEGHTHMBL1,B0009B0IX4,5.0
A3CW0ZLUO5X2B1,B0009B0IX4,5.0
A1VQHH85U7PX0,B0009B0IX4,5.0
A19RW25Q6206I3,B0009B0IX4,5.0
A2EZTM9WY5B5IL,B0009B0IX4,4.0
A2UEB48LAWFUCW,B0009B0IX4,2.0
A33HIV8RXRDM88,B0009B0IX4,4.0
A2FWZ58M6IQMD7,B0009B0IX4,5.0
A2S26YGSVXBCFL,B0009B0IX4,5.0
AI8EMB0HUC6Z5,B0009B0IX4,4.0
A680RUE1FDO8B,B0009B0IX4,3.0
AZAC8O310IK4E,B0009B0IX4,4.0
A3F3B6HY9RJI04,B0009B0IX4,5.0
A2PK64OVZA1U8Z,B0009B0IX4,5.0
A1F9Z42CFF9IAY,B0009B0IX4,5.0
A1HDQMD058B644,B0009B0IX4,4.0
AELK0E5DK7LIZ,B0013G8PTS,5.0
A2BLFCOPSMBOZ9,B0013G8PTS,5.0
A3OKH5G69MS8D9,B0013G8PTS,4.0
ABVYGB2TKBO8F,B0013G8PTS,5.0
AQIJ3ZEEVCIKU,B0013G8PTS,4.0
AK1WNXTHNCG5V,B0014KOB6Y,3.0
A12O5SEIF162P8,B0014KOB6Y,5.0
A1JBUBTQ48ITN4,B0014KOB6Y,4.0
A1B8EJQU73YGL9,B0014KOB6Y,3.0
AGGAQLXPVGM5D,B0014KOB6Y,5.0
A2NB2E5DXE319Z,B0014KOB6Y,3.0
A3V6Z4RCDGRC44,B0014KOB6Y,3.0
A12O5SEIF162P8,B0014KOB6Y,4.0
A3OEIPLU13BEW2,B0014KOB6Y,5.0
A3Q1J68QY1MZQ9,B0014KOB6Y,3.0
A31BD4RXCON7QO,B0014KOB6Y,5.0
A1F7YU6O5RU432,B0014KOB6Y,5.0
AELK0E5DK7LIZ,B0013G8PTS,5.0
A2BLFCOPSMBOZ9,B0013G8PTS,5.0
A3OKH5G69MS8D9,B0013G8PTS,4.0
ABVYGB2TKBO8F,B0013G8PTS,5.0
AQIJ3ZEEVCIKU,B0013G8PTS,4.0
AK1WNXTHNCG5V,B0014KOB6Y,3.0
A12O5SEIF162P8,B0014KOB6Y,5.0
A1JBUBTQ48ITN4,B0014KOB6Y,4.0
A1B8EJQU73YGL9,B0014KOB6Y,3.0
AGGAQLXPVGM5D,B0014KOB6Y,5.0
A2NB2E5DXE319Z,B0014KOB6Y,3.0
A3V6Z4RCDGRC44,B0014KOB6Y,3.0
A12O5SEIF162P8,B0014KOB6Y,4.0
A3OEIPLU13BEW2,B0014KOB6Y,5.0
A3Q1J68QY1MZQ9,B0014KOB6Y,3.0
A31BD4RXCON7QO,B0014KOB6Y,5.0
A1F7YU6O5RU432,B0014KOB6Y,5.0
AZAC8O310IK4E,B001AQYUWC,3.0
A1901NTE8LFJF6,B001AQYUWC,3.0
AGOH8N902URMW,B001AQYUWC,1.0
A1F9Z42CFF9IAY,B001AQYUWC,1.0
AGVH2UVB4QZSS,B001GD87QO,5.0
A2V9DTXTQ5YIMK,B001GD87QO,4.0
A31BD4RXCON7QO,B001GD87QO,4.0
A1ZM846Y7AUYD,B001GD87QO,4.0
AUCIFMWP3DU8R,B001GD87QO,4.0
A23ZNGL704AW7O,B001GD87QO,3.0
A2BLFCOPSMBOZ9,B001GD87QO,4.0
A2J8T58Z4X15IO,B001GD87QO,5.0
A1O229NVVDJUX2,B001GD87QO,4.0
A3HRDRQ5VAFPQS,B001GD87QO,2.0
A1PL7QILVQV3IF,B001GD87QO,5.0
AQIJ3ZEEVCIKU,B001GD87QO,4.0
A1JZFGZEZVWQPY,B001X3Q2R8,4.0
A3VGA20TE6D48U,B001X3Q2R8,5.0
A2O4Y3QOPHS6H5,B001X3Q2R8,1.0
A334QQ8DK14SW1,B001X3Q2R8,5.0
A110PC8C5Y7MQD,B001X3Q2R8,5.0
A3UM9V980DKANX,B001X3Q2R8,3.0
A2MR696ZU17F12,B001X3Q2R8,3.0
A2BH04B9G9LOYA,B0027FFZEW,4.0
AGOH8N902URMW,B0027FFZEW,1.0
A1OZA52DFY3SHD,B0027FFZEW,5.0
AUCIFMWP3DU8R,B0027FFZEW,5.0
A1F9Z42CFF9IAY,B0027FFZEW,1.0
A3Q1J68QY1MZQ9,B0027FFZEW,2.0
A27H0T39U3FZB5,B0027FFZEW,5.0
AQIJ3ZEEVCIKU,B0027FFZEW,4.0
A2DIQTZPF26T1L,B002BBJMO6,3.0
A3DDDXG42DOA0U,B002BBJMO6,2.0
A2A6G52JG3IS0Z,B002BBJMO6,2.0
A3J8A5L5AF5TX9,B002BBJMO6,3.0
AWPODHOB4GFWL,B002BBJMO6,3.0
A1VLVWTLV3LVHR,B002JTWRN8,5.0
A3M7BCQKSQAK4L,B002JTWRN8,5.0
A1PRS479STLISM,B002JTWRN8,2.0
A35HNL2VEDK9Z1,B002JTWRN8,4.0
A1EVV74UQYVKRY,B002JTWRN8,5.0
A3W4D8XOGLWUN5,B002M3TLLC,3.0
A225G2TFM76GYX,B002M3TLLC,3.0
A22S7D0LP8GRDH,B002M3TLLC,3.0
A3DZFEICHK5LF2,B002M3TLLC,2.0
AIBRTGBN07D6A,B002M3TLLC,1.0
AELK0E5DK7LIZ,B002M3TLLC,2.0
A3QRW0UJPKIAX7,B002M3TLLC,3.0
A17V9XL4CWTQ6G,B002M3TLLC,3.0
A3PD8JD9L4WEII,B002VPE1NY,4.0
AYPIF2S8P3RZT,B002VPE1NY,5.0
A27QXQQOLAMRRR,B002VPE1NY,2.0
A1OA2ZW406NQXM,B002VPE1NY,4.0
AHQRU3MRORIWQ,B002VPE1NY,5.0
ACQYIC13JXAOI,B002VPE1NY,4.0
AOEDWQLH2WKKW,B002VPE1NY,3.0
A3W4D8XOGLWUN5,B002ZCW91Y,4.0
AA3EFAVNZ9NWH,B002ZCW91Y,5.0
A9GPCR9WJQCCJ,B002ZCW91Y,4.0
A3J8A5L5AF5TX9,B002ZCW91Y,5.0
ALDAF4VVLFRHP,B002ZCW91Y,5.0
AZAC8O310IK4E,B002ZCW91Y,5.0
A2D1LPEUCTNT8X,B002ZCW91Y,5.0
A3NHUQ33CFH3VM,B0030C4K8I,5.0
A24O15MYDNLZBE,B003D1QPHK,5.0
A1UQUDT2Q0YENM,B003D1QPHK,5.0
A1MRRMHGV3PN5W,B003D1QPHK,4.0
A3M7BCQKSQAK4L,B003D1QPHK,2.0
A2JMJVNTBL7K7E,B003D1QPHK,5.0
ACVDL5QRCOPE1,B003D1QPHK,5.0
A2503LT8PZIHAD,B003D1QPHK,2.0
AELK0E5DK7LIZ,B003D1QPHK,5.0
A2OCDK0BOW6UCY,B003D1QPHK,4.0
A2AF0NOCM71J0B,B003D1QPHK,4.0
A3998OSO98YJ35,B003LVDWOQ,5.0
A1F1A0QQP2XVH5,B003RQBKLC,5.0
A100UD67AHFODS,B003RQBKLC,5.0
A209G57KXCBF4C,B003Y3BEUU,1.0
A3QJU4FEN8PQSZ,B003Y3BEUU,4.0
A3J029KBNG5MNP,B003Y3BEUU,5.0
A3EZFFPVS34AMO,B003Y3BEUU,3.0
A6VPK7X53QNAQ,B003Y3BEUU,4.0
A2V0I904FH7ABY,B003Y3BEUU,4.0
A3OXHLG6DIBRW8,B003Y3BEUU,4.0
A17V9XL4CWTQ6G,B003Y3BEUU,5.0
ASJZT7DM51QEM,B004877KOK,4.0
A3JQ58CZBV3FOZ,B004877KOK,4.0
A2PMR2PIGWKCQ9,B004877KOK,3.0
A31N0XY2UTB25C,B004877KOK,3.0
A105S56ODHGJEK,B004877KOK,4.0
A225G2TFM76GYX,B004877KOK,4.0
AGVWTYW0ULXHT,B004877KOK,4.0
A397CWU6DM3O5G,B004877KOK,2.0
AI8EMB0HUC6Z5,B004877KOK,5.0
A3CWEK9HY2VPDL,B004877KOK,3.0
A3JUHP1E3WUHEA,B004877KOK,5.0
A1MRRMHGV3PN5W,B004877KOK,5.0
A3CW0ZLUO5X2B1,B004877KOK,5.0
A3BVN2QBNPBHCR,B0049SKHYS,5.0
A2YKWYC3WQJX5J,B0049SKHYS,5.0
A1QNYLBG73QRNF,B0049SKHYS,4.0
AGGAQLXPVGM5D,B0049SKHYS,5.0
ADLVFFE4VBT8,B0049SKHYS,5.0
ATOKT8QYK967L,B0049SKHYS,3.0
AGJRUK27RBVYS,B0049SKHYS,5.0
A105S56ODHGJEK,B0049SKHYS,3.0
A1EVV74UQYVKRY,B004AK154Q,5.0
A3SMR4HRFJARSC,B004AK154Q,5.0
A1ZBEIL78MLR9Z,B004AK154Q,4.0
A2V9DTXTQ5YIMK,B004AK154Q,5.0
A35ORHRXYF9HM1,B004AK154Q,5.0
A2IFGGXG3YV3Y6,B004AK154Q,5.0
A1LH6RF4UN9VI6,B004AK154Q,5.0
ASJZT7DM51QEM,B004AK154Q,5.0
A2XHOLOLKGV1FE,B004CU1VW0,1.0
A2RJKVBUNZCSXI,B004DBD4TG,5.0
A3LGT6UZL99IW1,B004DBD4TG,5.0
AVPNQUVZWMDSX,B004DCATIE,5.0
A1ZBEIL78MLR9Z,B004DCATIE,5.0
A10ZBR6O8S8OCY,B004DCATIE,5.0
A1F1A0QQP2XVH5,B004DCATIE,4.0
A23GFTVIETX7DS,B004DCATIE,5.0
A2GAADJ9YMV9EU,B004G1L52Q,4.0
A7U2GPWUHBI4Z,B004G1L52Q,4.0
A38NELQT98S4H8,B004G1L52Q,4.0
A1ROUMJOGO4QMB,B004G1L52Q,5.0
A2RJKVBUNZCSXI,B004G1L52Q,1.0
A209G57KXCBF4C,B004G1L52Q,4.0
A2BH04B9G9LOYA,B004G1L52Q,5.0
A2NB2E5DXE319Z,B004G1L52Q,5.0
A35IX2GE0VC0JP,B004I8WD7S,5.0
A18Z4PYBB9L9RY,B004I8WD7S,5.0
AVPNQUVZWMDSX,B004I8WD7S,5.0
AJX9A4Q19UTJU,B004I8WD7S,4.0
A2V0I904FH7ABY,B004I8WD7S,4.0
A18YMFFJW974QS,B004I8WD7S,5.0
A3S3R88HA0HZG3,B004I8WD6E,5.0
A1ZBEIL78MLR9Z,B004I8WD6E,5.0
A7ED6BJO320TG,B004I8WD6E,4.0
A209G57KXCBF4C,B004I8WD6E,4.0
A31BD4RXCON7QO,B004I8WD6E,4.0
ANW6EGY12V5XS,B004I8WD6E,4.0
A19NP8YYADOOSF,B004I8WD6E,5.0
A3QNQQKJTL76H0,B004KPLA9Q,4.0
A1ZCSSCAGBCD49,B004KPLA9Q,4.0
A35Q0RBM3YNQNF,B004KPLA9Q,5.0
AGVWTYW0ULXHT,B004KPLA9Q,4.0
A31BD4RXCON7QO,B004KPLA9Q,3.0
A1F7YU6O5RU432,B004KPLA9Q,4.0
A1X1CEGHTHMBL1,B004M5KV3A,5.0
A1C0SOX7DPXY65,B004MF3IA8,5.0
A31RULW0KNYJ5H,B004MF3IA8,5.0
A2NB2E5DXE319Z,B004MF3IA8,4.0
A3BVN2QBNPBHCR,B004ULOZRY,5.0
A2R1HUYHXV7H18,B004ULOZRY,5.0
A3KZCNV1N8R9GC,B004ULOZRY,5.0
A3BNMHRW2R35LK,B004ULOZRY,5.0
A28N2AWOVO2PB,B004ULOZRY,5.0
A21S26XYPGXJZX,B004ZMV2GA,5.0
A3OIC7GUFY941R,B004ZMV2GA,3.0
A141R97FHSSUQ0,B004ZMV2GA,4.0
AS6SH2JM2YY3H,B004ZMV2GA,4.0
ALRCAGJOJ9583,B004ZMV2GA,5.0
A26BDXG9KVH7SU,B004ZMV2GA,5.0
A22I55P15NSAOX,B004ZMV2GA,3.0
A2RME4353Y911C,B004ZMV2GA,3.0
A1F92EK0MUNOVR,B004ZMV2GA,5.0
A2XHOLOLKGV1FE,B00511PS3C,3.0
A19MNLXNDBHI54,B00511PS3C,4.0
A3GM951Z60CHA9,B00511PS3C,2.0
ATOKT8QYK967L,B00511PS3C,4.0
ATS2855497V0I,B00511PS3C,4.0
A2UWPPU5GZLMQZ,B00511PS3C,5.0
A38KK0SZYEH5UD,B0055PH0XA,5.0
A1V4VVBQBFXRHC,B0055PH0XA,5.0
A1S0D037M0D71X,B0055PH0XA,5.0
AN81JUYW2SL24,B0055PH0XA,4.0
AHBJVK85QLGCI,B005FPT380,2.0
A1T1YSCDW0PD25,B005FPT380,2.0
AU7PA1KV5MOMM,B005FPT380,2.0
A3KZCNV1N8R9GC,B005FPT380,5.0
A17HMM1M7T9PJ1,B005FPT380,5.0
A33HIV8RXRDM88,B005FPT380,5.0
A2V9DTXTQ5YIMK,B005FPT380,5.0
A2WCFDOCS73PNB,B005FPT380,5.0
A2S26YGSVXBCFL,B005G0DEG6,2.0
A3EK2KTYHJCPB9,B005G0DEG6,4.0
A3NHUQ33CFH3VM,B005G0DEG6,3.0
ATOKT8QYK967L,B005G0DEG6,3.0
A2S26YGSVXBCFL,B005G0DEG6,5.0
A1X3ESYZ79H59E,B005G0DEG6,3.0
A1UQBFCERIP7VJ,B005G0DEG6,4.0
A1UQBFCERIP7VJ,B005G0DEG6,4.0
A23GFTVIETX7DS,B005G0DEG6,5.0
A2503LT8PZIHAD,B005G0DEG6,5.0
AVPNQUVZWMDSX,B005G606O8,4.0
A17BUUBOU0598B,B005G606O8,2.0
A379DLIAF0MFM5,B005G606O8,4.0
A2PSD2R9A1CXG7,B005G606O8,1.0
A7UPJYPAH73NC,B005G606O8,3.0
A1MRRMHGV3PN5W,B005G606O8,3.0
AWPODHOB4GFWL,B005G606O8,2.0
A3N0P5AAMP6XD2,B005LFXBJG,5.0
A3R2J4ICQJMG87,B005LFXBJG,5.0
