user_id,item_id,score
A39L35PUI58CFY,B000CPLVS8,2.0
A39L35PUI58CFY,B0007ZB9OO,5.0
A39L35PUI58CFY,B003TUGUHU,5.0
A39L35PUI58CFY,B0014EAYQQ,5.0
A39L35PUI58CFY,B0039I5C1W,3.0
A21ITM1KKKMRN1,B000028TWS,3.0
A21ITM1KKKMRN1,B00BFRUGYC,5.0
A21ITM1KKKMRN1,B0051NAOV6,5.0
A21ITM1KKKMRN1,B003626TB8,5.0
A21ITM1KKKMRN1,B000005J56,5.0
A21ITM1KKKMRN1,B000003RXP,5.0
A21ITM1KKKMRN1,B000000IDD,5.0
A21ITM1KKKMRN1,B000QXDGY8,4.0
A21ITM1KKKMRN1,B000005PDF,5.0
A21ITM1KKKMRN1,B0017V7GXA,5.0
A21ITM1KKKMRN1,B002WJMWGW,5.0
A21ITM1KKKMRN1,B000056MM5,5.0
A21ITM1KKKMRN1,B004EGXFCG,5.0
A21ITM1KKKMRN1,B001QBC3DO,5.0
A21ITM1KKKMRN1,B000AJREL4,2.0
A21ITM1KKKMRN1,B00004SYQ7,1.0
A21ITM1KKKMRN1,B00744BH6Q,5.0
A21ITM1KKKMRN1,B000001QUR,5.0
A21ITM1KKKMRN1,B004SNHAGC,2.0
AAKSLZ9IDTEH0,B000003C2U,5.0
AAKSLZ9IDTEH0,B000023YGC,4.0
AAKSLZ9IDTEH0,B00000286Z,5.0
AAKSLZ9IDTEH0,B0051LVYQW,4.0
AAKSLZ9IDTEH0,B000003BH0,4.0
AAKSLZ9IDTEH0,B00008GQBP,3.0
AAKSLZ9IDTEH0,B000000IES,5.0
AAKSLZ9IDTEH0,B000005HN0,3.0
AAKSLZ9IDTEH0,B000063CP6,4.0
AAKSLZ9IDTEH0,B0000C8AP5,4.0
AAKSLZ9IDTEH0,B004K0ZDW6,4.0
AAKSLZ9IDTEH0,B00BHRCD14,4.0
AAKSLZ9IDTEH0,B000002B7O,4.0
AAKSLZ9IDTEH0,B00008FAWY,5.0
AAKSLZ9IDTEH0,B001AP5ZJK,4.0
AAKSLZ9IDTEH0,B003RCMP1K,5.0
AAKSLZ9IDTEH0,B00008J2Q7,4.0
AAKSLZ9IDTEH0,B002STRNQ0,4.0
AAKSLZ9IDTEH0,B000005HM3,4.0
AAKSLZ9IDTEH0,B000066JF4,4.0
AAKSLZ9IDTEH0,6302372666,4.0
